fiscal_yr,service_id,service_std_id,service_std_en,service_std_fr,service_std_url_en,service_std_url_fr,service_std_type,target_type,service_std_target,volume_meeting_target,total_volume,performance,gcss_tool_fiscal_yr,channel,standard_channel_comment_en,standard_channel_comment_fr,standard_comment_en,standard_comment_fr,realtime_result_url_en,realtime_result_url_fr
2017-2018,1144,1148,Answer Pay calls within 180 seconds.,Répondre en moins de 180 secondes aux appels de paye.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-4-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-4-fra.html,"acces,accur,time",percentage,0.8,276465,379108,0.72925,2017-2018,NA,NA,NA,NA,NA,https://www.tpsgc-pwgsc.gc.ca/comm/vedette-features/2018-05-18-00-eng.html,https://www.tpsgc-pwgsc.gc.ca/comm/vedette-features/2018-05-18-00-fra.html
2017-2018,1144,1149,Percentage of pay transactions processed within service standards.,Pourcentage de mouvements de paye traités conformément aux normes de service.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-4-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-4-fra.html,"acces,accur,time",percentage,0.95,190076,409226,0.46448,2017-2018,NA,NA,NA,NA,NA,http://www.tpsgc-pwgsc.gc.ca/remuneration-compensation/services-paye-pay-services/centre-presse-media-centre/mise-a-jour-update-eng.html,http://www.tpsgc-pwgsc.gc.ca/remuneration-compensation/services-paye-pay-services/centre-presse-media-centre/mise-a-jour-update-fra.html
2017-2018,870,3,Percentage of clients satisfied with the quality of  translation services.,Pourcentage de clients satisfaits des services de traduction.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-fra.html,"acces,accur,oth,time",percentage,0.9,0,0,ND,2017-2018,NA,NA,NA,NA,NA,NA,NA
2017-2018,900,1,Percentage of Pension transactions and pension-related payments processed within established timeframes.,Pourcentage d’opérations liées aux pensions et de paiements relatifs aux pensions traités dans les délais établis.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-4-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-4-fra.html,time,percentage,0.95,27503,28393,0.96865,2017-2018,NA,NA,NA,NA,NA,NA,NA
2017-2018,692,692,Percentage of all payments processed by the Receiver General for the Government of Canada as per pre-established schedules.,Pourcentage de paiements versés par le receveur général au nom du gouvernement du Canada conformément aux échéanciers prescrits par la loi.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-4-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-4-fra.html,time,percentage,0.99,320982558,320983104,1,2017-2018,NA,NA,NA,NA,NA,NA,NA
2017-2018,904,695,All document imaging request by departments fulfilled within agreed upon timeframes.,Veiller à ce que toutes les demandes de services d’imagerie documentaire présentées par les ministères et les organismes soient exécutées dans les délais convenus.,NA,NA,time,percentage,0.95,33548553,33548553,1,2017-2018,NA,NA,NA,NA,NA,NA,NA
2017-2018,967,1480,Satisfaction rating for service calls reported through the National Service Call Centre.,Taux de satisfaction pour les appels de service signalés par l’intermédiaire du Centre national d’appels de service.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-5-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-5-fra.html,oth,percentage,0.9,0,0,ND,2017-2018,NA,NA,NA,NA,NA,NA,NA
2017-2018,967,1479,"Ensure Public Services and Procurement Canada (PSPC) real property portfolio of facilities remains operational during normal business hours as defined as 7:00 a.m. to 6:00 p.m., Monday through Friday.","Veiller à ce que les installations faisant partie du portefeuille des biens immobiliers de Services publics et Approvisionnement Canada (SPAC) demeurent opérationnelles durant les heures normales de bureau, soit de 7 h à 18 h, du lundi au vendredi.",https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-5-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-5-fra.html,acces,percentage,0.99,28021054,28060000,0.99861,2017-2018,NA,NA,NA,NA,NA,NA,NA
2017-2018,870,562,Deliver each translation request within the deadline.,Livrer chaque demande de traduction en respectant les échéanciers.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-fra.html,"acces,time",percentage,0.95,146858,154416,0.95105,2017-2018,NA,NA,NA,NA,NA,NA,NA
2017-2018,870,563,Handle translation requests and confirm the designated contact within 1 business day.,Prendre en charge les demandes de traduction et confirmer la personne-ressource désignée dans un délai de 1 jour ouvrable.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-fra.html,time,percentage,0.95,155829,178495,0.87302,2017-2018,NA,NA,NA,NA,NA,NA,NA
2017-2018,871,2,Percentage of clients satisfied with the quality of conference interpretation services.,"
Pourcentage de clients satisfaits des services d’interprétation des conférences.",https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-fra.html,"acces,accur,oth,time",percentage,0.9,0,0,ND,2017-2018,NA,NA,NA,NA,NA,NA,NA
2017-2018,871,1,Deliver interpretation services for all event requests received by the Translation Bureau.,Fournir les services d’interprétation pour tous les événements faisant l’objet d’une demande de services présentée au Bureau de la traduction.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-fra.html,acces,percentage,0.96,3532,3615,0.97704,2017-2018,NA,NA,NA,NA,NA,NA,NA
2017-2018,872,2,"Publish, in TERMIUM Plus®Footnote 1 terminological records that comply with quality and methodology standards.","Publier, dans TERMIUM Plus®Note de bas de page 1, des fiches terminologiques conformes aux normes de qualité et de méthodologie.",https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-fra.html,"acces,accur",percentage,0.95,0,0,ND,2017-2018,NA,NA,NA,NA,NA,NA,NA
2017-2018,940,1087,Issue registration certificates (new and renewal) within 32 business days.,Octroyer des certificats d’inscription (nouveaux et renouvelés) dans un délai de 32 jours ouvrables.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-fra.html,time,percentage,0.8,506,549,0.92168,2017-2018,NA,NA,NA,NA,NA,NA,NA
2017-2018,872,569,Answer requests from the terminology help service within 1 business day.,Répondre aux demandes reçues par le service de dépannage terminologique dans un délai de 1 jour ouvrable.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-7-fra.html,time,percentage,0.99,1041,1049,0.99237,2017-2018,NA,NA,NA,NA,NA,NA,239
2017-2018,938,725,"Provide a response to each Simple reliability clearance request within 7 business days, upon receipt of a properly completed request.",Répondre aux demandes de cote de fiabilité simples dans un délai de 7 jours ouvrables suivant la réception des demandes dûment remplies.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-fra.html,time,percentage,0.85,38641,76204,0.50707,2017-2018,NA,NA,NA,NA,NA,NA,NA
2017-2018,938,728,"Provide a response to each Complex Reliability clearance request within 120 business days, upon receipt of a properly completed request.",Répondre aux demandes de cote de fiabilité complexes dans un délai de 120 jours ouvrables suivant la réception des demandes dûment remplies.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-fra.html,time,percentage,0.85,25829,76204,0.33895,2017-2018,NA,NA,NA,NA,NA,NA,NA
2017-2018,938,4,Respond/refer inquiries within 2 business days.,Répondre aux demandes de renseignements ou les soumettre à un expert en la matière dans un délai de 2 jours ouvrables.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-fra.html,time,percentage,0.9,89440,100733,0.88789,2017-2018,NA,NA,NA,NA,NA,NA,NA
2017-2018,938,3,Provide a response to each Classified Secret clearance request within 75 business days upon receipt of a properly completed request and documentation or information from third parties and provided that a Complex Reliability clearance has already been granted.,"Répondre aux demandes de cote de sécurité « Secret » dans un délai de 75 jours ouvrables suivant la réception des demandes dûment remplies ainsi que des documents ou des renseignements fournis par les tiers, et à condition qu’une cote de fiabilité complexe ait déjà été accordée.",https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-fra.html,time,percentage,0.8,36917,45779,0.80642,2017-2018,NA,NA,NA,NA,NA,NA,NA
2017-2018,939,731,Complete verification checks within 4 hours.,Terminer les vérifications dans un délai de 4 heures.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-fra.html,time,percentage,0.8,26597,26895,0.98892,2017-2018,NA,NA,NA,NA,NA,NA,NA
2017-2018,940,1088,Conduct security assessments within 32 business days.,Effectuer les évaluations de la sécurité dans un délai de 32 jours ouvrables.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-fra.html,time,percentage,0.8,1108,1219,0.90894,2017-2018,NA,NA,NA,NA,NA,NA,NA
2017-2018,940,1089,Issue visitor exemption certificates within 10 business days.,Octroyer des certificats d’exemption pour les visiteurs dans un délai de 10 jours ouvrables.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-fra.html,time,percentage,0.8,1212,1292,0.93808,2017-2018,NA,NA,NA,NA,NA,NA,NA
2017-2018,940,1090,Issue temporary worker exemption certificates within 30 business days.,Octroyer des certificats d’exemption pour les travailleurs temporaires dans un délai de 30 jours ouvrables.,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-eng.html,https://www.tpsgc-pwgsc.gc.ca/sc-cs/nsnnnr-ossr/2017-2018/page-6-fra.html,time,percentage,0.8,647,655,0.98779,2017-2018,NA,NA,NA,NA,NA,NA,NA
2017-2018,984,872,"Resourcing: For resourcing processes with an established Project Plan and Timeline, SHRS will meet the established milestones/deliverables.","Ressourcement : Les SPRH veilleront, pour les processus de ressourcement assortis d’un plan de projet et d’un échéancier, à atteindre les jalons établis et à arriver aux réalisations attendues.",NA,NA,time,percentage,0.9,0,0,ND,2013-2014,NA,NA,NA,NA,NA,NA,NA
2017-2018,984,873,Classification: SHRS will plan a client consultation meeting and have an established work plan within 5 days of that meeting to present the service standards.,Classification : Les SPRH veilleront à prévoir une consultation avec le client et à établir un plan de travail dans les cinq (5) jours suivant cette réunion afin de présenter les normes de service.,NA,NA,time,percentage,0.9,0,0,ND,2013-2014,NA,NA,NA,NA,NA,NA,NA
